Year,UNIT_MEASURE,AGE,Sex,Cause_of_death,Value
2021,NUMBER,60-64,M,diseases_of_the_skin,0
2021,NUMBER,60-64,M,certain_conditions_originating,0
2021,NUMBER,60-64,M,diseases_of_the_blood,2
2021,NUMBER,60-64,M,factors_influencing_health_status,2
2021,NUMBER,60-64,M,injuries_poisoning_and_consequences,39
2021,NUMBER,60-64,M,neoplasms,380
2021,NUMBER,60-64,M,symptoms_signs_and_abnormal,79
2021,NUMBER,60-64,M,diseases_of_the_digestive,51
2021,NUMBER,60-64,M,unknown,38
2021,NUMBER,60-64,M,diseases_of_the_respiratory,79
2021,NUMBER,60-64,M,endocrine_metabolic_and_nutritional,58
2021,NUMBER,60-64,M,diseases_of_the_genitourinary,18
2021,NUMBER,60-64,M,infectious_and_parasitic,17
2021,NUMBER,60-64,M,diseases_of_the_nervous,11
2021,NUMBER,60-64,M,diseases_of_the_circulatory,443
2021,NUMBER,60-64,M,special_purpose_codes,357
2021,NUMBER,60-64,M,mental_and_behavioural_disorders,6
2021,NUMBER,60-64,F,certain_conditions_originating,0
2021,NUMBER,60-64,F,diseases_of_the_skin,0
2021,NUMBER,60-64,F,congenital_malformations_deformations,0
2021,NUMBER,60-64,F,diseases_of_the_eye,0
2021,NUMBER,60-64,F,pregnancy_childbirth_and_the,0
2021,NUMBER,60-64,F,diseases_of_the_ear,0
2021,NUMBER,60-64,F,factors_influencing_health_status,0
2021,NUMBER,60-64,F,diseases_of_the_musculoskeletal,1
2021,NUMBER,60-64,F,diseases_of_the_blood,3
2021,NUMBER,60-64,F,mental_and_behavioural_disorders,3
2021,NUMBER,60-64,F,diseases_of_the_nervous,5
2021,NUMBER,60-64,F,injuries_poisoning_and_consequences,5
2021,NUMBER,60-64,F,infectious_and_parasitic,11
2021,NUMBER,60-64,F,endocrine_metabolic_and_nutritional,35
2021,NUMBER,60-64,F,diseases_of_the_circulatory,243
2021,NUMBER,60-64,F,diseases_of_the_respiratory,36
2021,NUMBER,60-64,F,diseases_of_the_digestive,21
2021,NUMBER,60-64,F,diseases_of_the_genitourinary,13
2021,NUMBER,60-64,F,symptoms_signs_and_abnormal,34
2021,NUMBER,60-64,F,special_purpose_codes,215
2021,NUMBER,60-64,F,unknown,14
2021,NUMBER,60-64,F,neoplasms,279
2021,NUMBER,65-69,_T,certain_conditions_originating,0
2021,NUMBER,65-69,_T,congenital_malformations_deformations,0
2021,NUMBER,65-69,_T,diseases_of_the_eye,0
2021,NUMBER,65-69,_T,pregnancy_childbirth_and_the,0
2021,NUMBER,65-69,_T,diseases_of_the_ear,0
2021,NUMBER,65-69,_T,diseases_of_the_musculoskeletal,1
2021,NUMBER,65-69,_T,factors_influencing_health_status,1
2021,NUMBER,65-69,_T,diseases_of_the_skin,3
2021,NUMBER,65-69,_T,mental_and_behavioural_disorders,12
2021,NUMBER,65-69,_T,diseases_of_the_circulatory,1030
2021,NUMBER,65-69,_T,special_purpose_codes,857
2021,NUMBER,65-69,_T,diseases_of_the_nervous,18
2021,NUMBER,65-69,_T,infectious_and_parasitic,31
2021,NUMBER,65-69,_T,diseases_of_the_genitourinary,42
2021,NUMBER,65-69,_T,endocrine_metabolic_and_nutritional,152
2021,NUMBER,65-69,_T,diseases_of_the_respiratory,175
2021,NUMBER,65-69,_T,unknown,84
2021,NUMBER,65-69,_T,diseases_of_the_digestive,88
2021,NUMBER,65-69,_T,symptoms_signs_and_abnormal,138
2021,NUMBER,65-69,_T,neoplasms,816
2021,NUMBER,65-69,_T,injuries_poisoning_and_consequences,38
2021,NUMBER,65-69,_T,diseases_of_the_blood,6
2021,NUMBER,65-69,M,diseases_of_the_ear,0
2021,NUMBER,65-69,M,diseases_of_the_musculoskeletal,0
2021,NUMBER,65-69,M,pregnancy_childbirth_and_the,0
2021,NUMBER,65-69,M,diseases_of_the_eye,0
2021,NUMBER,65-69,M,congenital_malformations_deformations,0
2021,NUMBER,65-69,M,certain_conditions_originating,0
2021,NUMBER,65-69,M,diseases_of_the_skin,1
2021,NUMBER,65-69,M,factors_influencing_health_status,1
2021,NUMBER,65-69,M,diseases_of_the_blood,3
2021,NUMBER,65-69,M,injuries_poisoning_and_consequences,29
2021,NUMBER,65-69,M,neoplasms,498
2021,NUMBER,65-69,M,symptoms_signs_and_abnormal,83
2021,NUMBER,65-69,M,diseases_of_the_digestive,60
2021,NUMBER,65-69,M,unknown,49
2021,NUMBER,65-69,M,diseases_of_the_respiratory,102
2021,NUMBER,65-69,M,endocrine_metabolic_and_nutritional,80
2021,NUMBER,65-69,M,diseases_of_the_genitourinary,22
2021,NUMBER,65-69,M,infectious_and_parasitic,24
2021,NUMBER,65-69,M,mental_and_behavioural_disorders,11
2021,NUMBER,65-69,M,diseases_of_the_circulatory,634
2021,NUMBER,65-69,M,special_purpose_codes,501
2021,NUMBER,65-69,M,diseases_of_the_nervous,8
2021,NUMBER,65-69,F,certain_conditions_originating,0
2021,NUMBER,65-69,F,congenital_malformations_deformations,0
2021,NUMBER,65-69,F,diseases_of_the_eye,0
2021,NUMBER,65-69,F,pregnancy_childbirth_and_the,0
2021,NUMBER,65-69,F,diseases_of_the_ear,0
2021,NUMBER,65-69,F,factors_influencing_health_status,0
2021,NUMBER,65-69,F,mental_and_behavioural_disorders,1
2021,NUMBER,65-69,F,diseases_of_the_musculoskeletal,1
2021,NUMBER,65-69,F,diseases_of_the_skin,2
2021,NUMBER,65-69,F,diseases_of_the_blood,3
2021,NUMBER,65-69,F,infectious_and_parasitic,7
2021,NUMBER,65-69,F,injuries_poisoning_and_consequences,9
2021,NUMBER,65-69,F,endocrine_metabolic_and_nutritional,72
2021,NUMBER,65-69,F,diseases_of_the_nervous,10
2021,NUMBER,65-69,F,diseases_of_the_circulatory,396
2021,NUMBER,65-69,F,diseases_of_the_respiratory,73
2021,NUMBER,65-69,F,diseases_of_the_digestive,28
2021,NUMBER,65-69,F,diseases_of_the_genitourinary,20
2021,NUMBER,65-69,F,symptoms_signs_and_abnormal,55
2021,NUMBER,65-69,F,special_purpose_codes,356
2021,NUMBER,65-69,F,unknown,35
2021,NUMBER,65-69,F,neoplasms,318
2021,NUMBER,70-74,_T,certain_conditions_originating,0
2021,NUMBER,70-74,_T,diseases_of_the_skin,0
2021,NUMBER,70-74,_T,congenital_malformations_deformations,0
2021,NUMBER,70-74,_T,diseases_of_the_eye,0
2021,NUMBER,70-74,_T,pregnancy_childbirth_and_the,0
2021,NUMBER,70-74,_T,factors_influencing_health_status,0
2021,NUMBER,70-74,_T,diseases_of_the_ear,0
2021,NUMBER,70-74,_T,diseases_of_the_musculoskeletal,2
2021,NUMBER,70-74,_T,diseases_of_the_blood,3
2021,NUMBER,70-74,_T,mental_and_behavioural_disorders,13
2021,NUMBER,70-74,_T,diseases_of_the_circulatory,1474
2021,NUMBER,70-74,_T,special_purpose_codes,1079
2021,NUMBER,70-74,_T,diseases_of_the_nervous,23
2021,NUMBER,70-74,_T,infectious_and_parasitic,29
2021,NUMBER,70-74,_T,diseases_of_the_genitourinary,47
2021,NUMBER,70-74,_T,endocrine_metabolic_and_nutritional,205
2021,NUMBER,70-74,_T,diseases_of_the_respiratory,214
2021,NUMBER,70-74,_T,unknown,92
2021,NUMBER,70-74,_T,diseases_of_the_digestive,58
2021,NUMBER,70-74,_T,symptoms_signs_and_abnormal,165
2021,NUMBER,70-74,_T,neoplasms,769
2021,NUMBER,70-74,_T,injuries_poisoning_and_consequences,30
2021,NUMBER,70-74,M,diseases_of_the_ear,0
2021,NUMBER,70-74,M,factors_influencing_health_status,0
2021,NUMBER,70-74,M,pregnancy_childbirth_and_the,0
2021,NUMBER,70-74,M,diseases_of_the_eye,0
2021,NUMBER,70-74,M,congenital_malformations_deformations,0
2021,NUMBER,70-74,M,diseases_of_the_skin,0
2021,NUMBER,70-74,M,certain_conditions_originating,0
2021,NUMBER,70-74,M,diseases_of_the_musculoskeletal,1
2021,NUMBER,70-74,M,diseases_of_the_blood,2
2021,NUMBER,70-74,M,mental_and_behavioural_disorders,4
2021,NUMBER,70-74,M,injuries_poisoning_and_consequences,24
2021,NUMBER,70-74,M,neoplasms,459
2021,NUMBER,70-74,M,symptoms_signs_and_abnormal,97
2021,NUMBER,70-74,M,diseases_of_the_digestive,40
2021,NUMBER,70-74,M,unknown,53
2021,NUMBER,70-74,M,diseases_of_the_respiratory,120
2021,NUMBER,70-74,M,endocrine_metabolic_and_nutritional,78
2021,NUMBER,70-74,M,diseases_of_the_genitourinary,26
2021,NUMBER,70-74,M,infectious_and_parasitic,12
2021,NUMBER,70-74,M,diseases_of_the_nervous,11
2021,NUMBER,70-74,M,diseases_of_the_circulatory,757
2021,NUMBER,70-74,M,special_purpose_codes,604
2021,NUMBER,70-74,F,certain_conditions_originating,0
2021,NUMBER,70-74,F,diseases_of_the_skin,0
2021,NUMBER,70-74,F,congenital_malformations_deformations,0
2021,NUMBER,70-74,F,diseases_of_the_eye,0
2021,NUMBER,70-74,F,pregnancy_childbirth_and_the,0
2021,NUMBER,70-74,F,diseases_of_the_ear,0
2021,NUMBER,70-74,F,factors_influencing_health_status,0
2021,NUMBER,70-74,F,diseases_of_the_blood,1
2021,NUMBER,70-74,F,diseases_of_the_musculoskeletal,1
2021,NUMBER,70-74,F,injuries_poisoning_and_consequences,6
2021,NUMBER,70-74,F,mental_and_behavioural_disorders,9
2021,NUMBER,70-74,F,infectious_and_parasitic,17
2021,NUMBER,70-74,F,endocrine_metabolic_and_nutritional,127
2021,NUMBER,70-74,F,diseases_of_the_nervous,12
2021,NUMBER,70-74,F,diseases_of_the_circulatory,717
2021,NUMBER,70-74,F,diseases_of_the_respiratory,94
2021,NUMBER,70-74,F,diseases_of_the_digestive,18
2021,NUMBER,70-74,F,diseases_of_the_genitourinary,21
2021,NUMBER,70-74,F,symptoms_signs_and_abnormal,68
2021,NUMBER,70-74,F,special_purpose_codes,475
2021,NUMBER,70-74,F,unknown,39
2021,NUMBER,70-74,F,neoplasms,310
2021,NUMBER,75-79,_T,certain_conditions_originating,0
2021,NUMBER,75-79,_T,congenital_malformations_deformations,0
2021,NUMBER,75-79,_T,diseases_of_the_eye,0
2021,NUMBER,75-79,_T,pregnancy_childbirth_and_the,0
2021,NUMBER,75-79,_T,diseases_of_the_ear,0
2021,NUMBER,75-79,_T,factors_influencing_health_status,1
2021,NUMBER,75-79,_T,diseases_of_the_skin,2
2021,NUMBER,75-79,_T,diseases_of_the_musculoskeletal,4
2021,NUMBER,75-79,_T,mental_and_behavioural_disorders,22
2021,NUMBER,75-79,_T,diseases_of_the_circulatory,1641
2021,NUMBER,75-79,_T,special_purpose_codes,918
2021,NUMBER,75-79,_T,diseases_of_the_nervous,24
2021,NUMBER,75-79,_T,infectious_and_parasitic,29
2021,NUMBER,75-79,_T,diseases_of_the_genitourinary,54
2021,NUMBER,75-79,_T,endocrine_metabolic_and_nutritional,263
2021,NUMBER,75-79,_T,diseases_of_the_respiratory,235
2021,NUMBER,75-79,_T,unknown,105
2021,NUMBER,75-79,_T,diseases_of_the_digestive,60
2021,NUMBER,75-79,_T,symptoms_signs_and_abnormal,154
2021,NUMBER,75-79,_T,neoplasms,601
2021,NUMBER,75-79,_T,injuries_poisoning_and_consequences,17
2021,NUMBER,75-79,_T,diseases_of_the_blood,7
2021,NUMBER,75-79,M,diseases_of_the_ear,0
2021,NUMBER,75-79,M,factors_influencing_health_status,0
2021,NUMBER,75-79,M,pregnancy_childbirth_and_the,0
2021,NUMBER,75-79,M,diseases_of_the_eye,0
2021,NUMBER,75-79,M,congenital_malformations_deformations,0
2021,NUMBER,75-79,M,diseases_of_the_skin,0
2021,NUMBER,75-79,M,certain_conditions_originating,0
2021,NUMBER,75-79,M,diseases_of_the_musculoskeletal,3
2021,NUMBER,75-79,M,injuries_poisoning_and_consequences,13
2021,NUMBER,75-79,M,neoplasms,329
2021,NUMBER,75-79,M,symptoms_signs_and_abnormal,69
2021,NUMBER,75-79,M,diseases_of_the_digestive,35
2021,NUMBER,75-79,M,unknown,62
2021,NUMBER,75-79,M,diseases_of_the_respiratory,113
2021,NUMBER,75-79,M,endocrine_metabolic_and_nutritional,107
2021,NUMBER,75-79,M,diseases_of_the_genitourinary,29
2021,NUMBER,75-79,M,infectious_and_parasitic,16
2021,NUMBER,75-79,M,mental_and_behavioural_disorders,9
2021,NUMBER,75-79,M,diseases_of_the_nervous,15
2021,NUMBER,75-79,M,diseases_of_the_circulatory,717
2021,NUMBER,75-79,M,special_purpose_codes,481
2021,NUMBER,75-79,M,diseases_of_the_blood,5
2021,NUMBER,75-79,F,certain_conditions_originating,0
2021,NUMBER,75-79,F,congenital_malformations_deformations,0
2021,NUMBER,75-79,F,diseases_of_the_eye,0
2021,NUMBER,75-79,F,pregnancy_childbirth_and_the,0
2021,NUMBER,75-79,F,diseases_of_the_ear,0
2021,NUMBER,75-79,F,diseases_of_the_musculoskeletal,1
2021,NUMBER,75-79,F,factors_influencing_health_status,1
2021,NUMBER,75-79,F,diseases_of_the_blood,2
2021,NUMBER,75-79,F,diseases_of_the_skin,2
2021,NUMBER,75-79,F,injuries_poisoning_and_consequences,4
2021,NUMBER,75-79,F,diseases_of_the_nervous,9
2021,NUMBER,75-79,F,infectious_and_parasitic,13
2021,NUMBER,75-79,F,endocrine_metabolic_and_nutritional,156
2021,NUMBER,75-79,F,mental_and_behavioural_disorders,13
2021,NUMBER,75-79,F,diseases_of_the_circulatory,924
2021,NUMBER,75-79,F,diseases_of_the_respiratory,122
2021,NUMBER,75-79,F,diseases_of_the_digestive,25
2021,NUMBER,75-79,F,diseases_of_the_genitourinary,25
2021,NUMBER,75-79,F,symptoms_signs_and_abnormal,85
2021,NUMBER,75-79,F,special_purpose_codes,437
2021,NUMBER,75-79,F,unknown,43
2021,NUMBER,75-79,F,neoplasms,272
2021,NUMBER,80-84,_T,certain_conditions_originating,0
2021,NUMBER,80-84,_T,congenital_malformations_deformations,0
2021,NUMBER,80-84,_T,diseases_of_the_eye,0
2021,NUMBER,80-84,_T,pregnancy_childbirth_and_the,0
2021,NUMBER,80-84,_T,diseases_of_the_ear,0
2021,NUMBER,80-84,_T,factors_influencing_health_status,1
2021,NUMBER,80-84,_T,diseases_of_the_skin,3
2021,NUMBER,80-84,_T,diseases_of_the_blood,10
2021,NUMBER,80-84,_T,mental_and_behavioural_disorders,37
2021,NUMBER,80-84,_T,diseases_of_the_circulatory,2576
2021,NUMBER,80-84,_T,special_purpose_codes,1042
2021,NUMBER,80-84,_T,diseases_of_the_nervous,41
2021,NUMBER,80-84,_T,infectious_and_parasitic,36
2021,NUMBER,80-84,_T,diseases_of_the_genitourinary,68
2021,NUMBER,80-84,_T,endocrine_metabolic_and_nutritional,298
2021,NUMBER,80-84,_T,diseases_of_the_respiratory,326
2021,NUMBER,80-84,_T,unknown,177
2021,NUMBER,80-84,_T,diseases_of_the_digestive,77
2021,NUMBER,80-84,_T,symptoms_signs_and_abnormal,250
2021,NUMBER,80-84,_T,neoplasms,595
2021,NUMBER,80-84,_T,injuries_poisoning_and_consequences,26
2021,NUMBER,80-84,_T,diseases_of_the_musculoskeletal,6
2021,NUMBER,80-84,M,diseases_of_the_ear,0
2021,NUMBER,80-84,M,factors_influencing_health_status,0
2021,NUMBER,80-84,M,pregnancy_childbirth_and_the,0
2021,NUMBER,80-84,M,diseases_of_the_eye,0
2021,NUMBER,80-84,M,congenital_malformations_deformations,0
2021,NUMBER,80-84,M,certain_conditions_originating,0
2021,NUMBER,80-84,M,diseases_of_the_blood,1
2021,NUMBER,80-84,M,diseases_of_the_skin,2
2021,NUMBER,80-84,M,injuries_poisoning_and_consequences,17
2021,NUMBER,80-84,M,neoplasms,316
2021,NUMBER,80-84,M,symptoms_signs_and_abnormal,105
2021,NUMBER,80-84,M,diseases_of_the_digestive,35
2021,NUMBER,80-84,M,unknown,74
2021,NUMBER,80-84,M,diseases_of_the_respiratory,164
2021,NUMBER,80-84,M,endocrine_metabolic_and_nutritional,81
2021,NUMBER,80-84,M,diseases_of_the_genitourinary,35
2021,NUMBER,80-84,M,infectious_and_parasitic,12
2021,NUMBER,80-84,M,mental_and_behavioural_disorders,19
2021,NUMBER,80-84,M,diseases_of_the_nervous,18
2021,NUMBER,80-84,M,diseases_of_the_circulatory,1039
2021,NUMBER,80-84,M,special_purpose_codes,517
2021,NUMBER,80-84,M,diseases_of_the_musculoskeletal,5
2021,NUMBER,80-84,F,certain_conditions_originating,0
2021,NUMBER,80-84,F,congenital_malformations_deformations,0
2021,NUMBER,80-84,F,diseases_of_the_eye,0
2021,NUMBER,80-84,F,pregnancy_childbirth_and_the,0
2021,NUMBER,80-84,F,diseases_of_the_ear,0
2021,NUMBER,80-84,F,diseases_of_the_skin,1
2021,NUMBER,80-84,F,diseases_of_the_musculoskeletal,1
2021,NUMBER,80-84,F,factors_influencing_health_status,1
2021,NUMBER,80-84,F,diseases_of_the_blood,9
2021,NUMBER,80-84,F,injuries_poisoning_and_consequences,9
2021,NUMBER,80-84,F,infectious_and_parasitic,24
2021,NUMBER,80-84,F,endocrine_metabolic_and_nutritional,217
2021,NUMBER,80-84,F,mental_and_behavioural_disorders,18
2021,NUMBER,80-84,F,diseases_of_the_nervous,23
2021,NUMBER,80-84,F,diseases_of_the_circulatory,1537
2021,NUMBER,80-84,F,diseases_of_the_respiratory,162
2021,NUMBER,80-84,F,diseases_of_the_digestive,42
2021,NUMBER,80-84,F,diseases_of_the_genitourinary,33
2021,NUMBER,80-84,F,symptoms_signs_and_abnormal,145
2021,NUMBER,80-84,F,special_purpose_codes,525
2021,NUMBER,80-84,F,unknown,103
2021,NUMBER,80-84,F,neoplasms,279
2021,NUMBER,85+,_T,certain_conditions_originating,0
2021,NUMBER,85+,_T,pregnancy_childbirth_and_the,0
2021,NUMBER,85+,_T,factors_influencing_health_status,0
2021,NUMBER,85+,_T,diseases_of_the_eye,1
2021,NUMBER,85+,_T,diseases_of_the_ear,1
2021,NUMBER,85+,_T,diseases_of_the_skin,1
2021,NUMBER,85+,_T,diseases_of_the_musculoskeletal,1
2021,NUMBER,85+,_T,congenital_malformations_deformations,1
2021,NUMBER,85+,_T,diseases_of_the_blood,9
2021,NUMBER,85+,_T,mental_and_behavioural_disorders,49
2021,NUMBER,85+,_T,diseases_of_the_circulatory,3050
2021,NUMBER,85+,_T,special_purpose_codes,773
2021,NUMBER,85+,_T,diseases_of_the_nervous,23
2021,NUMBER,85+,_T,infectious_and_parasitic,33
2021,NUMBER,85+,_T,diseases_of_the_genitourinary,68
2021,NUMBER,85+,_T,endocrine_metabolic_and_nutritional,240
2021,NUMBER,85+,_T,diseases_of_the_respiratory,305
2021,NUMBER,85+,_T,unknown,172
2021,NUMBER,85+,_T,diseases_of_the_digestive,66
2021,NUMBER,85+,_T,symptoms_signs_and_abnormal,421
2021,NUMBER,85+,_T,neoplasms,378
2021,NUMBER,85+,_T,injuries_poisoning_and_consequences,29
2021,NUMBER,85+,M,factors_influencing_health_status,0
2021,NUMBER,85+,M,pregnancy_childbirth_and_the,0
2021,NUMBER,85+,M,congenital_malformations_deformations,0
2021,NUMBER,85+,M,diseases_of_the_skin,0
2021,NUMBER,85+,M,certain_conditions_originating,0
2021,NUMBER,85+,M,diseases_of_the_eye,1
2021,NUMBER,85+,M,diseases_of_the_ear,1
2021,NUMBER,85+,M,diseases_of_the_musculoskeletal,1
2021,NUMBER,85+,M,diseases_of_the_blood,4
2021,NUMBER,85+,M,injuries_poisoning_and_consequences,18
2021,NUMBER,85+,M,neoplasms,197
2021,NUMBER,85+,M,symptoms_signs_and_abnormal,141
2021,NUMBER,85+,M,diseases_of_the_digestive,29
2021,NUMBER,85+,M,unknown,59
2021,NUMBER,85+,M,diseases_of_the_respiratory,133
2021,NUMBER,85+,M,endocrine_metabolic_and_nutritional,64
2021,NUMBER,85+,M,diseases_of_the_genitourinary,29
2021,NUMBER,85+,M,infectious_and_parasitic,11
2021,NUMBER,85+,M,mental_and_behavioural_disorders,20
2021,NUMBER,85+,M,diseases_of_the_nervous,10
2021,NUMBER,85+,M,diseases_of_the_circulatory,1019
2021,NUMBER,85+,M,special_purpose_codes,392
2021,NUMBER,85+,F,certain_conditions_originating,0
2021,NUMBER,85+,F,diseases_of_the_eye,0
2021,NUMBER,85+,F,pregnancy_childbirth_and_the,0
2021,NUMBER,85+,F,diseases_of_the_ear,0
2021,NUMBER,85+,F,diseases_of_the_musculoskeletal,0
2021,NUMBER,85+,F,factors_influencing_health_status,0
2021,NUMBER,85+,F,diseases_of_the_skin,1
2021,NUMBER,85+,F,congenital_malformations_deformations,1
2021,NUMBER,85+,F,diseases_of_the_blood,5
2021,NUMBER,85+,F,infectious_and_parasitic,22
2021,NUMBER,85+,F,endocrine_metabolic_and_nutritional,176
2021,NUMBER,85+,F,mental_and_behavioural_disorders,29
2021,NUMBER,85+,F,diseases_of_the_nervous,13
2021,NUMBER,85+,F,diseases_of_the_circulatory,2031
2021,NUMBER,85+,F,diseases_of_the_respiratory,172
2021,NUMBER,85+,F,diseases_of_the_digestive,37
2021,NUMBER,85+,F,diseases_of_the_genitourinary,39
2021,NUMBER,85+,F,symptoms_signs_and_abnormal,280
2021,NUMBER,85+,F,injuries_poisoning_and_consequences,11
2021,NUMBER,85+,F,special_purpose_codes,381
2021,NUMBER,85+,F,unknown,113
2021,NUMBER,85+,F,neoplasms,181
2022,NUMBER,T,_T,infectious_and_parasitic,266
2022,NUMBER,T,_T,neoplasms,4538
2022,NUMBER,T,_T,diseases_of_the_blood,42
2022,NUMBER,T,_T,endocrine_metabolic_and_nutritional,1064
2022,NUMBER,T,_T,mental_and_behavioural_disorders,188
2022,NUMBER,T,_T,diseases_of_the_nervous,239
2022,NUMBER,T,_T,diseases_of_the_circulatory,10449
2022,NUMBER,T,_T,diseases_of_the_respiratory,1251
2022,NUMBER,T,_T,diseases_of_the_digestive,535
2022,NUMBER,T,_T,diseases_of_the_skin,6
2022,NUMBER,T,_T,diseases_of_the_musculoskeletal,23
2022,NUMBER,T,_T,diseases_of_the_genitourinary,375
2022,NUMBER,T,_T,pregnancy_childbirth_and_the,4
2022,NUMBER,T,_T,certain_conditions_originating,71
2022,NUMBER,T,_T,congenital_malformations_deformations,21
2022,NUMBER,T,_T,symptoms_signs_and_abnormal,1245
2022,NUMBER,T,_T,injuries_poisoning_and_consequences,372
2022,NUMBER,T,_T,special_purpose_codes,1937
2022,NUMBER,T,_T,factors_influencing_health_status,5
2022,NUMBER,T,_T,unknown,556
2022,NUMBER,T,M,pregnancy_childbirth_and_the,0
2022,NUMBER,T,M,diseases_of_the_skin,2
2022,NUMBER,T,M,infectious_and_parasitic,132
2022,NUMBER,T,M,neoplasms,2539
2022,NUMBER,T,M,diseases_of_the_blood,14
2022,NUMBER,T,M,endocrine_metabolic_and_nutritional,425
2022,NUMBER,T,M,mental_and_behavioural_disorders,78
2022,NUMBER,T,M,diseases_of_the_nervous,121
2022,NUMBER,T,M,diseases_of_the_circulatory,4879
2022,NUMBER,T,M,diseases_of_the_respiratory,701
2022,NUMBER,T,M,diseases_of_the_digestive,321
2022,NUMBER,T,M,diseases_of_the_musculoskeletal,5
2022,NUMBER,T,M,diseases_of_the_genitourinary,180
2022,NUMBER,T,M,certain_conditions_originating,39
2022,NUMBER,T,M,congenital_malformations_deformations,6
2022,NUMBER,T,M,symptoms_signs_and_abnormal,634
2022,NUMBER,T,M,injuries_poisoning_and_consequences,287
2022,NUMBER,T,M,special_purpose_codes,1032
2022,NUMBER,T,M,factors_influencing_health_status,3
2022,NUMBER,T,M,unknown,313
2022,NUMBER,T,F,factors_influencing_health_status,2
2022,NUMBER,T,F,infectious_and_parasitic,134
2022,NUMBER,T,F,neoplasms,1999
2022,NUMBER,T,F,diseases_of_the_blood,28
2022,NUMBER,T,F,endocrine_metabolic_and_nutritional,639
2022,NUMBER,T,F,mental_and_behavioural_disorders,110
2022,NUMBER,T,F,diseases_of_the_nervous,118
2022,NUMBER,T,F,diseases_of_the_circulatory,5570
2022,NUMBER,T,F,diseases_of_the_respiratory,550
2022,NUMBER,T,F,diseases_of_the_digestive,214
2022,NUMBER,T,F,diseases_of_the_skin,4
2022,NUMBER,T,F,diseases_of_the_musculoskeletal,18
2022,NUMBER,T,F,diseases_of_the_genitourinary,195
2022,NUMBER,T,F,pregnancy_childbirth_and_the,4
2022,NUMBER,T,F,certain_conditions_originating,32
2022,NUMBER,T,F,congenital_malformations_deformations,15
2022,NUMBER,T,F,symptoms_signs_and_abnormal,611
2022,NUMBER,T,F,injuries_poisoning_and_consequences,85
2022,NUMBER,T,F,special_purpose_codes,905
2022,NUMBER,T,F,unknown,243
2022,NUMBER,0,_T,neoplasms,0
2022,NUMBER,0,_T,diseases_of_the_blood,0
2022,NUMBER,0,_T,endocrine_metabolic_and_nutritional,0
2022,NUMBER,0,_T,mental_and_behavioural_disorders,0
2022,NUMBER,0,_T,diseases_of_the_nervous,0
2022,NUMBER,0,_T,diseases_of_the_respiratory,0
2022,NUMBER,0,_T,diseases_of_the_digestive,0
2022,NUMBER,0,_T,diseases_of_the_skin,0
2022,NUMBER,0,_T,diseases_of_the_musculoskeletal,0
2022,NUMBER,0,_T,pregnancy_childbirth_and_the,0
2022,NUMBER,0,_T,special_purpose_codes,0
2022,NUMBER,0,_T,factors_influencing_health_status,0
2022,NUMBER,0,_T,infectious_and_parasitic,1
2022,NUMBER,0,_T,diseases_of_the_genitourinary,1
2022,NUMBER,0,_T,injuries_poisoning_and_consequences,2
2022,NUMBER,0,_T,diseases_of_the_circulatory,6
2022,NUMBER,0,_T,certain_conditions_originating,71
2022,NUMBER,0,_T,congenital_malformations_deformations,13
2022,NUMBER,0,_T,symptoms_signs_and_abnormal,8
2022,NUMBER,0,_T,unknown,6
2022,NUMBER,0,M,neoplasms,0
2022,NUMBER,0,M,diseases_of_the_blood,0
2022,NUMBER,0,M,endocrine_metabolic_and_nutritional,0
2022,NUMBER,0,M,mental_and_behavioural_disorders,0
2022,NUMBER,0,M,diseases_of_the_nervous,0
2022,NUMBER,0,M,diseases_of_the_respiratory,0
2022,NUMBER,0,M,diseases_of_the_digestive,0
2022,NUMBER,0,M,diseases_of_the_skin,0
2022,NUMBER,0,M,diseases_of_the_musculoskeletal,0
2022,NUMBER,0,M,pregnancy_childbirth_and_the,0
2022,NUMBER,0,M,special_purpose_codes,0
2022,NUMBER,0,M,factors_influencing_health_status,0
2022,NUMBER,0,M,infectious_and_parasitic,1
2022,NUMBER,0,M,diseases_of_the_genitourinary,1
2022,NUMBER,0,M,injuries_poisoning_and_consequences,2
2022,NUMBER,0,M,diseases_of_the_circulatory,4
2022,NUMBER,0,M,certain_conditions_originating,39
2022,NUMBER,0,M,congenital_malformations_deformations,4
2022,NUMBER,0,M,symptoms_signs_and_abnormal,4
2022,NUMBER,0,M,unknown,4
2022,NUMBER,0,F,infectious_and_parasitic,0
2022,NUMBER,0,F,neoplasms,0
2022,NUMBER,0,F,diseases_of_the_blood,0
2022,NUMBER,0,F,endocrine_metabolic_and_nutritional,0
2022,NUMBER,0,F,mental_and_behavioural_disorders,0
2022,NUMBER,0,F,diseases_of_the_nervous,0
2022,NUMBER,0,F,diseases_of_the_respiratory,0
2022,NUMBER,0,F,diseases_of_the_digestive,0
2022,NUMBER,0,F,diseases_of_the_skin,0
2022,NUMBER,0,F,diseases_of_the_musculoskeletal,0
2022,NUMBER,0,F,diseases_of_the_genitourinary,0
2022,NUMBER,0,F,pregnancy_childbirth_and_the,0
2022,NUMBER,0,F,injuries_poisoning_and_consequences,0
2022,NUMBER,0,F,special_purpose_codes,0
2022,NUMBER,0,F,factors_influencing_health_status,0
2022,NUMBER,0,F,diseases_of_the_circulatory,2
2022,NUMBER,0,F,unknown,2
