Year,UNIT_MEASURE,Sex,Age,Cause of death,Value
2022,Number,M,15-19,(K00-K93) Diseases of the digestive system,0.0
2022,Number,M,15-19,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2022,Number,M,15-19,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2022,Number,M,15-19,(N00-N99) Diseases of the genitourinary system,0.0
2022,Number,M,15-19,"(O00-O99) Pregnancy, childbirth and the puerperium",0.0
2022,Number,M,15-19,(P00-P96) Certain conditions originating in the perinatal period,0.0
2022,Number,M,15-19,(Z00-Z99) Factors influencing health status and contract with health services,0.0
2022,Number,M,15-19,Unknown,0.0
2022,Number,M,15-19,(F00-F99) Mental and behavioural disorders,1.0
2022,Number,M,15-19,(I00-I99) Diseases of the circulatory system,1.0
2022,Number,M,15-19,(J00-J99) Diseases of the respiratory system,1.0
2022,Number,M,15-19,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",1.0
2022,Number,M,15-19,"(C00-C97,D00-D48) Neoplasms",2.0
2022,Number,M,15-19,(U00-U99) Special purpose codes,2.0
2022,Number,M,15-19,(G00-G99) Diseases of the nervous system,6.0
2022,Number,M,15-19,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",3.0
2022,Number,M,15-19,"(S00-T98) Injuries, poisoning and consequences of external causes",11.0
2022,Number,F,15-19,(A00-B99) Infectious and parasitic diseases,0.0
2022,Number,F,15-19,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2022,Number,F,15-19,(E00-E90) Endocrine metabolic and nutritional diseases,0.0
2022,Number,F,15-19,(F00-F99) Mental and behavioural disorders,0.0
2022,Number,F,15-19,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2022,Number,F,15-19,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2022,Number,F,15-19,(N00-N99) Diseases of the genitourinary system,0.0
2022,Number,F,15-19,"(O00-O99) Pregnancy, childbirth and the puerperium",0.0
2022,Number,F,15-19,(P00-P96) Certain conditions originating in the perinatal period,0.0
2022,Number,F,15-19,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0.0
2022,Number,F,15-19,(U00-U99) Special purpose codes,0.0
2022,Number,F,15-19,(Z00-Z99) Factors influencing health status and contract with health services,0.0
2022,Number,F,15-19,Unknown,0.0
2022,Number,F,15-19,(G00-G99) Diseases of the nervous system,1.0
2022,Number,F,15-19,(J00-J99) Diseases of the respiratory system,1.0
2022,Number,F,15-19,(K00-K93) Diseases of the digestive system,1.0
2022,Number,F,15-19,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",1.0
2022,Number,F,15-19,(I00-I99) Diseases of the circulatory system,2.0
2022,Number,F,15-19,"(C00-C97,D00-D48) Neoplasms",3.0
2022,Number,F,15-19,"(S00-T98) Injuries, poisoning and consequences of external causes",6.0
2022,Number,Both sexes,20-24,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2022,Number,Both sexes,20-24,(F00-F99) Mental and behavioural disorders,0.0
2022,Number,Both sexes,20-24,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2022,Number,Both sexes,20-24,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2022,Number,Both sexes,20-24,(N00-N99) Diseases of the genitourinary system,0.0
2022,Number,Both sexes,20-24,"(O00-O99) Pregnancy, childbirth and the puerperium",0.0
2022,Number,Both sexes,20-24,(P00-P96) Certain conditions originating in the perinatal period,0.0
2022,Number,Both sexes,20-24,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2022,Number,Both sexes,20-24,(Z00-Z99) Factors influencing health status and contract with health services,0.0
2022,Number,Both sexes,20-24,(A00-B99) Infectious and parasitic diseases,1.0
2022,Number,Both sexes,20-24,(E00-E90) Endocrine metabolic and nutritional diseases,1.0
2022,Number,Both sexes,20-24,(K00-K93) Diseases of the digestive system,1.0
2022,Number,Both sexes,20-24,"(C00-C97,D00-D48) Neoplasms",2.0
2022,Number,Both sexes,20-24,(G00-G99) Diseases of the nervous system,6.0
2022,Number,Both sexes,20-24,(I00-I99) Diseases of the circulatory system,7.0
2022,Number,Both sexes,20-24,(J00-J99) Diseases of the respiratory system,3.0
2022,Number,Both sexes,20-24,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",3.0
2022,Number,Both sexes,20-24,"(S00-T98) Injuries, poisoning and consequences of external causes",17.0
2022,Number,Both sexes,20-24,(U00-U99) Special purpose codes,4.0
2022,Number,Both sexes,20-24,Unknown,3.0
2022,Number,M,20-24,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2022,Number,M,20-24,(F00-F99) Mental and behavioural disorders,0.0
2022,Number,M,20-24,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2022,Number,M,20-24,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2022,Number,M,20-24,(N00-N99) Diseases of the genitourinary system,0.0
2022,Number,M,20-24,"(O00-O99) Pregnancy, childbirth and the puerperium",0.0
2022,Number,M,20-24,(P00-P96) Certain conditions originating in the perinatal period,0.0
2022,Number,M,20-24,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2022,Number,M,20-24,(Z00-Z99) Factors influencing health status and contract with health services,0.0
2022,Number,M,20-24,(A00-B99) Infectious and parasitic diseases,1.0
2022,Number,M,20-24,(E00-E90) Endocrine metabolic and nutritional diseases,1.0
2022,Number,M,20-24,(J00-J99) Diseases of the respiratory system,1.0
2022,Number,M,20-24,(K00-K93) Diseases of the digestive system,1.0
2022,Number,M,20-24,"(C00-C97,D00-D48) Neoplasms",2.0
2022,Number,M,20-24,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2.0
2022,Number,M,20-24,(U00-U99) Special purpose codes,2.0
2022,Number,M,20-24,(G00-G99) Diseases of the nervous system,5.0
2022,Number,M,20-24,(I00-I99) Diseases of the circulatory system,7.0
2022,Number,M,20-24,"(S00-T98) Injuries, poisoning and consequences of external causes",17.0
2022,Number,M,20-24,Unknown,3.0
2022,Number,F,20-24,(A00-B99) Infectious and parasitic diseases,0.0
2022,Number,F,20-24,"(C00-C97,D00-D48) Neoplasms",0.0
2022,Number,F,20-24,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2022,Number,F,20-24,(E00-E90) Endocrine metabolic and nutritional diseases,0.0
2022,Number,F,20-24,(F00-F99) Mental and behavioural disorders,0.0
2022,Number,F,20-24,(I00-I99) Diseases of the circulatory system,0.0
2022,Number,F,20-24,(K00-K93) Diseases of the digestive system,0.0
2022,Number,F,20-24,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2022,Number,F,20-24,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2022,Number,F,20-24,(N00-N99) Diseases of the genitourinary system,0.0
2022,Number,F,20-24,"(O00-O99) Pregnancy, childbirth and the puerperium",0.0
2022,Number,F,20-24,(P00-P96) Certain conditions originating in the perinatal period,0.0
2022,Number,F,20-24,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2022,Number,F,20-24,"(S00-T98) Injuries, poisoning and consequences of external causes",0.0
2022,Number,F,20-24,(Z00-Z99) Factors influencing health status and contract with health services,0.0
2022,Number,F,20-24,Unknown,0.0
2022,Number,F,20-24,(G00-G99) Diseases of the nervous system,1.0
2022,Number,F,20-24,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",1.0
2022,Number,F,20-24,(J00-J99) Diseases of the respiratory system,2.0
2022,Number,F,20-24,(U00-U99) Special purpose codes,2.0
2022,Number,Both sexes,25-29,(A00-B99) Infectious and parasitic diseases,0.0
2022,Number,Both sexes,25-29,(F00-F99) Mental and behavioural disorders,0.0
2022,Number,Both sexes,25-29,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2022,Number,Both sexes,25-29,(P00-P96) Certain conditions originating in the perinatal period,0.0
2022,Number,Both sexes,25-29,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2022,Number,Both sexes,25-29,(Z00-Z99) Factors influencing health status and contract with health services,0.0
2022,Number,Both sexes,25-29,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1.0
2022,Number,Both sexes,25-29,(G00-G99) Diseases of the nervous system,1.0
2022,Number,Both sexes,25-29,(N00-N99) Diseases of the genitourinary system,2.0
2022,Number,Both sexes,25-29,Unknown,2.0
2022,Number,Both sexes,25-29,"(C00-C97,D00-D48) Neoplasms",11.0
2022,Number,Both sexes,25-29,(E00-E90) Endocrine metabolic and nutritional diseases,3.0
2022,Number,Both sexes,25-29,(I00-I99) Diseases of the circulatory system,14.0
2022,Number,Both sexes,25-29,(J00-J99) Diseases of the respiratory system,5.0
2022,Number,Both sexes,25-29,(K00-K93) Diseases of the digestive system,5.0
2022,Number,Both sexes,25-29,(M00-M99) Diseases of the musculoskeletal system and connective tissue,3.0
2022,Number,Both sexes,25-29,"(O00-O99) Pregnancy, childbirth and the puerperium",3.0
2022,Number,Both sexes,25-29,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",6.0
2022,Number,Both sexes,25-29,"(S00-T98) Injuries, poisoning and consequences of external causes",19.0
2022,Number,Both sexes,25-29,(U00-U99) Special purpose codes,7.0
2022,Number,M,25-29,(A00-B99) Infectious and parasitic diseases,0.0
2022,Number,M,25-29,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2022,Number,M,25-29,(F00-F99) Mental and behavioural disorders,0.0
2022,Number,M,25-29,(G00-G99) Diseases of the nervous system,0.0
2022,Number,M,25-29,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2022,Number,M,25-29,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2022,Number,M,25-29,"(O00-O99) Pregnancy, childbirth and the puerperium",0.0
2022,Number,M,25-29,(P00-P96) Certain conditions originating in the perinatal period,0.0
2022,Number,M,25-29,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2022,Number,M,25-29,(Z00-Z99) Factors influencing health status and contract with health services,0.0
2022,Number,M,25-29,(N00-N99) Diseases of the genitourinary system,1.0
2022,Number,M,25-29,Unknown,1.0
2022,Number,M,25-29,(E00-E90) Endocrine metabolic and nutritional diseases,2.0
2022,Number,M,25-29,(U00-U99) Special purpose codes,2.0
2022,Number,M,25-29,"(C00-C97,D00-D48) Neoplasms",5.0
2022,Number,M,25-29,(I00-I99) Diseases of the circulatory system,9.0
2022,Number,M,25-29,(J00-J99) Diseases of the respiratory system,3.0
2022,Number,M,25-29,(K00-K93) Diseases of the digestive system,4.0
2022,Number,M,25-29,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",5.0
2022,Number,M,25-29,"(S00-T98) Injuries, poisoning and consequences of external causes",17.0
2022,Number,F,25-29,(A00-B99) Infectious and parasitic diseases,0.0
2022,Number,F,25-29,(F00-F99) Mental and behavioural disorders,0.0
2022,Number,F,25-29,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2022,Number,F,25-29,(P00-P96) Certain conditions originating in the perinatal period,0.0
2022,Number,F,25-29,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2022,Number,F,25-29,(Z00-Z99) Factors influencing health status and contract with health services,0.0
2022,Number,F,25-29,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1.0
2022,Number,F,25-29,(E00-E90) Endocrine metabolic and nutritional diseases,1.0
2022,Number,F,25-29,(G00-G99) Diseases of the nervous system,1.0
2022,Number,F,25-29,(K00-K93) Diseases of the digestive system,1.0
2022,Number,F,25-29,(N00-N99) Diseases of the genitourinary system,1.0
2022,Number,F,25-29,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",1.0
2022,Number,F,25-29,Unknown,1.0
2022,Number,F,25-29,(J00-J99) Diseases of the respiratory system,2.0
2022,Number,F,25-29,"(S00-T98) Injuries, poisoning and consequences of external causes",2.0
2022,Number,F,25-29,"(C00-C97,D00-D48) Neoplasms",6.0
2022,Number,F,25-29,(I00-I99) Diseases of the circulatory system,5.0
2022,Number,F,25-29,(M00-M99) Diseases of the musculoskeletal system and connective tissue,3.0
2022,Number,F,25-29,"(O00-O99) Pregnancy, childbirth and the puerperium",3.0
2022,Number,F,25-29,(U00-U99) Special purpose codes,5.0
2022,Number,Both sexes,30-34,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2022,Number,Both sexes,30-34,(F00-F99) Mental and behavioural disorders,0.0
2022,Number,Both sexes,30-34,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2022,Number,Both sexes,30-34,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2022,Number,Both sexes,30-34,(N00-N99) Diseases of the genitourinary system,0.0
2022,Number,Both sexes,30-34,"(O00-O99) Pregnancy, childbirth and the puerperium",0.0
2022,Number,Both sexes,30-34,(P00-P96) Certain conditions originating in the perinatal period,0.0
2022,Number,Both sexes,30-34,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2022,Number,Both sexes,30-34,(Z00-Z99) Factors influencing health status and contract with health services,0.0
2022,Number,Both sexes,30-34,(E00-E90) Endocrine metabolic and nutritional diseases,1.0
2022,Number,Both sexes,30-34,(J00-J99) Diseases of the respiratory system,2.0
2022,Number,Both sexes,30-34,(U00-U99) Special purpose codes,2.0
2022,Number,Both sexes,30-34,(A00-B99) Infectious and parasitic diseases,3.0
2022,Number,Both sexes,30-34,"(C00-C97,D00-D48) Neoplasms",18.0
2022,Number,Both sexes,30-34,(G00-G99) Diseases of the nervous system,4.0
2022,Number,Both sexes,30-34,(I00-I99) Diseases of the circulatory system,20.0
2022,Number,Both sexes,30-34,(K00-K93) Diseases of the digestive system,3.0
2022,Number,Both sexes,30-34,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",5.0
2022,Number,Both sexes,30-34,"(S00-T98) Injuries, poisoning and consequences of external causes",17.0
2022,Number,Both sexes,30-34,Unknown,3.0
2022,Number,M,30-34,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2022,Number,M,30-34,(F00-F99) Mental and behavioural disorders,0.0
2022,Number,M,30-34,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2022,Number,M,30-34,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2022,Number,M,30-34,(N00-N99) Diseases of the genitourinary system,0.0
2022,Number,M,30-34,"(O00-O99) Pregnancy, childbirth and the puerperium",0.0
2022,Number,M,30-34,(P00-P96) Certain conditions originating in the perinatal period,0.0
2022,Number,M,30-34,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2022,Number,M,30-34,(Z00-Z99) Factors influencing health status and contract with health services,0.0
2022,Number,M,30-34,(E00-E90) Endocrine metabolic and nutritional diseases,1.0
2022,Number,M,30-34,(U00-U99) Special purpose codes,1.0
2022,Number,M,30-34,(A00-B99) Infectious and parasitic diseases,2.0
2022,Number,M,30-34,(J00-J99) Diseases of the respiratory system,2.0
2022,Number,M,30-34,(K00-K93) Diseases of the digestive system,2.0
2022,Number,M,30-34,"(C00-C97,D00-D48) Neoplasms",9.0
2022,Number,M,30-34,(G00-G99) Diseases of the nervous system,3.0
2022,Number,M,30-34,(I00-I99) Diseases of the circulatory system,15.0
2022,Number,M,30-34,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",5.0
2022,Number,M,30-34,"(S00-T98) Injuries, poisoning and consequences of external causes",14.0
2022,Number,M,30-34,Unknown,3.0
2022,Number,F,30-34,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2022,Number,F,30-34,(E00-E90) Endocrine metabolic and nutritional diseases,0.0
2022,Number,F,30-34,(F00-F99) Mental and behavioural disorders,0.0
2022,Number,F,30-34,(J00-J99) Diseases of the respiratory system,0.0
2022,Number,F,30-34,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2022,Number,F,30-34,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2022,Number,F,30-34,(N00-N99) Diseases of the genitourinary system,0.0
2022,Number,F,30-34,"(O00-O99) Pregnancy, childbirth and the puerperium",0.0
2022,Number,F,30-34,(P00-P96) Certain conditions originating in the perinatal period,0.0
2022,Number,F,30-34,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2022,Number,F,30-34,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0.0
2022,Number,F,30-34,(Z00-Z99) Factors influencing health status and contract with health services,0.0
2022,Number,F,30-34,Unknown,0.0
2022,Number,F,30-34,(A00-B99) Infectious and parasitic diseases,1.0
2022,Number,F,30-34,(G00-G99) Diseases of the nervous system,1.0
2022,Number,F,30-34,(K00-K93) Diseases of the digestive system,1.0
2022,Number,F,30-34,(U00-U99) Special purpose codes,1.0
2022,Number,F,30-34,"(C00-C97,D00-D48) Neoplasms",9.0
2022,Number,F,30-34,(I00-I99) Diseases of the circulatory system,5.0
2022,Number,F,30-34,"(S00-T98) Injuries, poisoning and consequences of external causes",3.0
2022,Number,Both sexes,35-39,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2022,Number,Both sexes,35-39,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2022,Number,Both sexes,35-39,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2022,Number,Both sexes,35-39,(P00-P96) Certain conditions originating in the perinatal period,0.0
2022,Number,Both sexes,35-39,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2022,Number,Both sexes,35-39,(A00-B99) Infectious and parasitic diseases,1.0
2022,Number,Both sexes,35-39,(E00-E90) Endocrine metabolic and nutritional diseases,1.0
2022,Number,Both sexes,35-39,(G00-G99) Diseases of the nervous system,1.0
2022,Number,Both sexes,35-39,"(O00-O99) Pregnancy, childbirth and the puerperium",1.0
2022,Number,Both sexes,35-39,(Z00-Z99) Factors influencing health status and contract with health services,1.0
2022,Number,Both sexes,35-39,(N00-N99) Diseases of the genitourinary system,2.0
2022,Number,Both sexes,35-39,"(C00-C97,D00-D48) Neoplasms",25.0
2022,Number,Both sexes,35-39,(F00-F99) Mental and behavioural disorders,3.0
2022,Number,Both sexes,35-39,(I00-I99) Diseases of the circulatory system,28.0
2022,Number,Both sexes,35-39,(J00-J99) Diseases of the respiratory system,4.0
2022,Number,Both sexes,35-39,(K00-K93) Diseases of the digestive system,6.0
2022,Number,Both sexes,35-39,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",9.0
2022,Number,Both sexes,35-39,"(S00-T98) Injuries, poisoning and consequences of external causes",21.0
2022,Number,Both sexes,35-39,(U00-U99) Special purpose codes,5.0
2022,Number,Both sexes,35-39,Unknown,6.0
2022,Number,M,35-39,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2022,Number,M,35-39,(G00-G99) Diseases of the nervous system,0.0
2022,Number,M,35-39,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2022,Number,M,35-39,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2022,Number,M,35-39,"(O00-O99) Pregnancy, childbirth and the puerperium",0.0
2022,Number,M,35-39,(P00-P96) Certain conditions originating in the perinatal period,0.0
2022,Number,M,35-39,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2022,Number,M,35-39,(A00-B99) Infectious and parasitic diseases,1.0
2022,Number,M,35-39,(E00-E90) Endocrine metabolic and nutritional diseases,1.0
2022,Number,M,35-39,(N00-N99) Diseases of the genitourinary system,1.0
2022,Number,M,35-39,(Z00-Z99) Factors influencing health status and contract with health services,1.0
2022,Number,M,35-39,(F00-F99) Mental and behavioural disorders,2.0
2022,Number,M,35-39,"(C00-C97,D00-D48) Neoplasms",15.0
2022,Number,M,35-39,(I00-I99) Diseases of the circulatory system,19.0
2022,Number,M,35-39,(J00-J99) Diseases of the respiratory system,4.0
2022,Number,M,35-39,(K00-K93) Diseases of the digestive system,6.0
2022,Number,M,35-39,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",7.0
2022,Number,M,35-39,"(S00-T98) Injuries, poisoning and consequences of external causes",17.0
2022,Number,M,35-39,(U00-U99) Special purpose codes,3.0
2022,Number,M,35-39,Unknown,4.0
2022,Number,F,35-39,(A00-B99) Infectious and parasitic diseases,0.0
2022,Number,F,35-39,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2022,Number,F,35-39,(E00-E90) Endocrine metabolic and nutritional diseases,0.0
2022,Number,F,35-39,(J00-J99) Diseases of the respiratory system,0.0
2022,Number,F,35-39,(K00-K93) Diseases of the digestive system,0.0
2022,Number,F,35-39,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2022,Number,F,35-39,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2022,Number,F,35-39,(P00-P96) Certain conditions originating in the perinatal period,0.0
2022,Number,F,35-39,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2022,Number,F,35-39,(Z00-Z99) Factors influencing health status and contract with health services,0.0
2022,Number,F,35-39,(F00-F99) Mental and behavioural disorders,1.0
2022,Number,F,35-39,(G00-G99) Diseases of the nervous system,1.0
2022,Number,F,35-39,(N00-N99) Diseases of the genitourinary system,1.0
2022,Number,F,35-39,"(O00-O99) Pregnancy, childbirth and the puerperium",1.0
2022,Number,F,35-39,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2.0
2022,Number,F,35-39,(U00-U99) Special purpose codes,2.0
2022,Number,F,35-39,Unknown,2.0
2022,Number,F,35-39,"(C00-C97,D00-D48) Neoplasms",10.0
2022,Number,F,35-39,(I00-I99) Diseases of the circulatory system,9.0
2022,Number,F,35-39,"(S00-T98) Injuries, poisoning and consequences of external causes",4.0
2022,Number,Both sexes,40-44,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2022,Number,Both sexes,40-44,"(O00-O99) Pregnancy, childbirth and the puerperium",0.0
2022,Number,Both sexes,40-44,(P00-P96) Certain conditions originating in the perinatal period,0.0
2022,Number,Both sexes,40-44,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2022,Number,Both sexes,40-44,(Z00-Z99) Factors influencing health status and contract with health services,0.0
2022,Number,Both sexes,40-44,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1.0
2022,Number,Both sexes,40-44,(M00-M99) Diseases of the musculoskeletal system and connective tissue,1.0
2022,Number,Both sexes,40-44,(N00-N99) Diseases of the genitourinary system,2.0
2022,Number,Both sexes,40-44,(A00-B99) Infectious and parasitic diseases,4.0
2022,Number,Both sexes,40-44,"(C00-C97,D00-D48) Neoplasms",48.0
2022,Number,Both sexes,40-44,(E00-E90) Endocrine metabolic and nutritional diseases,5.0
2022,Number,Both sexes,40-44,(F00-F99) Mental and behavioural disorders,4.0
2022,Number,Both sexes,40-44,(G00-G99) Diseases of the nervous system,6.0
2022,Number,Both sexes,40-44,(I00-I99) Diseases of the circulatory system,48.0
2022,Number,Both sexes,40-44,(J00-J99) Diseases of the respiratory system,5.0
2022,Number,Both sexes,40-44,(K00-K93) Diseases of the digestive system,9.0
2022,Number,Both sexes,40-44,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",14.0
2022,Number,Both sexes,40-44,"(S00-T98) Injuries, poisoning and consequences of external causes",13.0
2022,Number,Both sexes,40-44,(U00-U99) Special purpose codes,14.0
2022,Number,Both sexes,40-44,Unknown,8.0
2022,Number,M,40-44,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2022,Number,M,40-44,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2022,Number,M,40-44,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2022,Number,M,40-44,"(O00-O99) Pregnancy, childbirth and the puerperium",0.0
2022,Number,M,40-44,(P00-P96) Certain conditions originating in the perinatal period,0.0
2022,Number,M,40-44,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2022,Number,M,40-44,(Z00-Z99) Factors influencing health status and contract with health services,0.0
2022,Number,M,40-44,(A00-B99) Infectious and parasitic diseases,1.0
2022,Number,M,40-44,(N00-N99) Diseases of the genitourinary system,1.0
2022,Number,M,40-44,"(C00-C97,D00-D48) Neoplasms",25.0
2022,Number,M,40-44,(E00-E90) Endocrine metabolic and nutritional diseases,4.0
2022,Number,M,40-44,(F00-F99) Mental and behavioural disorders,4.0
2022,Number,M,40-44,(G00-G99) Diseases of the nervous system,5.0
2022,Number,M,40-44,(I00-I99) Diseases of the circulatory system,39.0
2022,Number,M,40-44,(J00-J99) Diseases of the respiratory system,4.0
2022,Number,M,40-44,(K00-K93) Diseases of the digestive system,8.0
2022,Number,M,40-44,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",10.0
2022,Number,M,40-44,"(S00-T98) Injuries, poisoning and consequences of external causes",9.0
2022,Number,M,40-44,(U00-U99) Special purpose codes,7.0
2022,Number,M,40-44,Unknown,5.0
2022,Number,F,40-44,(F00-F99) Mental and behavioural disorders,0.0
2022,Number,F,40-44,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2022,Number,F,40-44,"(O00-O99) Pregnancy, childbirth and the puerperium",0.0
2022,Number,F,40-44,(P00-P96) Certain conditions originating in the perinatal period,0.0
2022,Number,F,40-44,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2022,Number,F,40-44,(Z00-Z99) Factors influencing health status and contract with health services,0.0
2022,Number,F,40-44,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1.0
2022,Number,F,40-44,(E00-E90) Endocrine metabolic and nutritional diseases,1.0
2022,Number,F,40-44,(G00-G99) Diseases of the nervous system,1.0
2022,Number,F,40-44,(J00-J99) Diseases of the respiratory system,1.0
2022,Number,F,40-44,(K00-K93) Diseases of the digestive system,1.0
2022,Number,F,40-44,(M00-M99) Diseases of the musculoskeletal system and connective tissue,1.0
2022,Number,F,40-44,(N00-N99) Diseases of the genitourinary system,1.0
2022,Number,F,40-44,(A00-B99) Infectious and parasitic diseases,3.0
2022,Number,F,40-44,"(C00-C97,D00-D48) Neoplasms",23.0
2022,Number,F,40-44,(I00-I99) Diseases of the circulatory system,9.0
2022,Number,F,40-44,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",4.0
2022,Number,F,40-44,"(S00-T98) Injuries, poisoning and consequences of external causes",4.0
2022,Number,F,40-44,(U00-U99) Special purpose codes,7.0
2022,Number,F,40-44,Unknown,3.0
2022,Number,Both sexes,45-49,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2022,Number,Both sexes,45-49,"(O00-O99) Pregnancy, childbirth and the puerperium",0.0
2022,Number,Both sexes,45-49,(P00-P96) Certain conditions originating in the perinatal period,0.0
2022,Number,Both sexes,45-49,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2022,Number,Both sexes,45-49,(Z00-Z99) Factors influencing health status and contract with health services,0.0
2022,Number,Both sexes,45-49,(M00-M99) Diseases of the musculoskeletal system and connective tissue,2.0
2022,Number,Both sexes,45-49,(A00-B99) Infectious and parasitic diseases,4.0
2022,Number,Both sexes,45-49,"(C00-C97,D00-D48) Neoplasms",124.0
