Year,UNIT_MEASURE,Municipality,Sex,Education,Value
2013,Number,Sarajevo-Novi Grad,M,Faculty / academy / university,7465
2013,Number,Novi Travnik,M,Faculty / academy / university,660
2013,Number,Sarajevo-Novo Sarajevo,M,Faculty / academy / university,7132
2013,Number,Odzak,M,Faculty / academy / university,472
2013,Number,Olovo,M,Faculty / academy / university,301
2013,Number,Orasje,M,Faculty / academy / university,696
2013,Number,Pale-FBiH,M,Faculty / academy / university,12
2013,Number,Posusje,M,Faculty / academy / university,822
2013,Number,Prozor,M,Faculty / academy / university,482
2013,Number,Ravno,M,Faculty / academy / university,173
2013,Number,Sanski Most,M,Faculty / academy / university,862
2013,Number,Sapna,M,Faculty / academy / university,175
2013,Number,Srebrenik,M,Faculty / academy / university,881
2013,Number,Sarajevo-Stari Grad,M,Faculty / academy / university,2639
2013,Number,Stolac,M,Faculty / academy / university,609
2013,Number,Siroki Brijeg,M,Faculty / academy / university,1446
2013,Number,Teocak,M,Faculty / academy / university,118
2013,Number,Tesanj,M,Faculty / academy / university,931
2013,Number,Tomislavgrad,M,Faculty / academy / university,1466
2013,Number,Travnik,M,Faculty / academy / university,1519
2013,Number,Trnovo-FBiH,M,Faculty / academy / university,35
2013,Number,Tuzla,M,Faculty / academy / university,6260
2013,Number,Usora,M,Faculty / academy / university,145
2013,Number,Vares,M,Faculty / academy / university,268
2013,Number,Velika Kladusa,M,Faculty / academy / university,611
2013,Number,Visoko,M,Faculty / academy / university,1155
2013,Number,Vitez,M,Faculty / academy / university,695
2013,Number,Sarajevo-Vogosca,M,Faculty / academy / university,1309
2013,Number,Zavidovici,M,Faculty / academy / university,826
2013,Number,Zenica,M,Faculty / academy / university,4010
2013,Number,Zepce,M,Faculty / academy / university,702
2013,Number,Zivinice,M,Faculty / academy / university,1477
2013,Number,Banovici,F,Faculty / academy / university,543
2013,Number,Bihac,F,Faculty / academy / university,2880
2013,Number,Bosanska Krupa,F,Faculty / academy / university,640
2013,Number,Bosanski Petrovac,F,Faculty / academy / university,167
2013,Number,Bosansko Grahovo,F,Faculty / academy / university,51
2013,Number,Breza,F,Faculty / academy / university,482
2013,Number,Bugojno,F,Faculty / academy / university,824
2013,Number,Busovaca,F,Faculty / academy / university,391
2013,Number,Buzim,F,Faculty / academy / university,312
2013,Number,Cazin,F,Faculty / academy / university,1259
2013,Number,Sarajevo-Centar,F,Faculty / academy / university,8294
2013,Number,Capljina,F,Faculty / academy / university,1147
2013,Number,Celic,F,Faculty / academy / university,126
2013,Number,Citluk,F,Faculty / academy / university,1027
2013,Number,Doboj-Istok,F,Faculty / academy / university,210
2013,Number,Doboj-Jug,F,Faculty / academy / university,80
2013,Number,Dobretici,F,Faculty / academy / university,21
2013,Number,Domaljevac-Samac,F,Faculty / academy / university,158
2013,Number,Donji Vakuf,F,Faculty / academy / university,237
2013,Number,Drvar,F,Faculty / academy / university,170
2013,Number,foca-fbih,F,Faculty / academy / university,31
2013,Number,Fojnica,F,Faculty / academy / university,397
2013,Number,Glamoc,F,Faculty / academy / university,101
2013,Number,Gorazde,F,Faculty / academy / university,794
2013,Number,Gornji Vakuf-Uskoplje,F,Faculty / academy / university,491
2013,Number,Gracanica,F,Faculty / academy / university,1046
2013,Number,Gradacac,F,Faculty / academy / university,789
2013,Number,Grude,F,Faculty / academy / university,880
2013,Number,Sarajevo-Hadzici,F,Faculty / academy / university,668
2013,Number,Sarajevo-Ilidza,F,Faculty / academy / university,3854
2013,Number,Sarajevo-Ilijas,F,Faculty / academy / university,543
2013,Number,Jablanica,F,Faculty / academy / university,347
2013,Number,Jajce,F,Faculty / academy / university,568
2013,Number,Kakanj,F,Faculty / academy / university,852
2013,Number,Kalesija,F,Faculty / academy / university,521
2013,Number,Kiseljak,F,Faculty / academy / university,622
2013,Number,Kladanj,F,Faculty / academy / university,275
2013,Number,Kljuc,F,Faculty / academy / university,350
2013,Number,Konjic,F,Faculty / academy / university,831
2013,Number,Kresevo,F,Faculty / academy / university,162
2013,Number,Kupres-FBiH,F,Faculty / academy / university,291
2013,Number,Livno,F,Faculty / academy / university,1741
2013,Number,Lukavac,F,Faculty / academy / university,1176
2013,Number,Ljubuski,F,Faculty / academy / university,1508
2013,Number,Maglaj,F,Faculty / academy / university,547
2013,Number,Mostar,F,Faculty / academy / university,7853
2013,Number,Neum,F,Faculty / academy / university,245
2013,Number,Sarajevo-Novi Grad,F,Faculty / academy / university,9359
2013,Number,Novi Travnik,F,Faculty / academy / university,670
2013,Number,Sarajevo-Novo Sarajevo,F,Faculty / academy / university,9013
2013,Number,Odzak,F,Faculty / academy / university,415
2013,Number,Olovo,F,Faculty / academy / university,205
2013,Number,Orasje,F,Faculty / academy / university,624
2013,Number,Pale-FBiH,F,Faculty / academy / university,12
2013,Number,Posusje,F,Faculty / academy / university,934
2013,Number,Prozor,F,Faculty / academy / university,429
2013,Number,Ravno,F,Faculty / academy / university,132
2013,Number,Sanski Most,F,Faculty / academy / university,953
2013,Number,Sapna,F,Faculty / academy / university,110
2013,Number,Srebrenik,F,Faculty / academy / university,773
2013,Number,Sarajevo-Stari Grad,F,Faculty / academy / university,3467
2013,Number,Stolac,F,Faculty / academy / university,652
2013,Number,Siroki Brijeg,F,Faculty / academy / university,1556
2013,Number,Teocak,F,Faculty / academy / university,89
2013,Number,Tesanj,F,Faculty / academy / university,856
2013,Number,Tomislavgrad,F,Faculty / academy / university,1388
2013,Number,Travnik,F,Faculty / academy / university,1456
2013,Number,Trnovo-FBiH,F,Faculty / academy / university,37
2013,Number,Tuzla,F,Faculty / academy / university,7095
2013,Number,Usora,F,Faculty / academy / university,156
2013,Number,Vares,F,Faculty / academy / university,223
2013,Number,Velika Kladusa,F,Faculty / academy / university,610
2013,Number,Visoko,F,Faculty / academy / university,1412
2013,Number,Vitez,F,Faculty / academy / university,777
2013,Number,Sarajevo-Vogosca,F,Faculty / academy / university,1501
2013,Number,Zavidovici,F,Faculty / academy / university,709
2013,Number,Zenica,F,Faculty / academy / university,4185
2013,Number,Zepce,F,Faculty / academy / university,671
2013,Number,Zivinice,F,Faculty / academy / university,1278
